objID,ra,dec,mjd,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z,Num
1237645879556309012,0.935678204384885,1.11585285201004,51075,17.99413,0.01529326,16.80482,0.01098583,16.66732,0.01270913,16.61098,0.01531526,16.61647,0.01702379,4099.0
1237645879556309011,0.935649944553006,1.11587783361854,51075,17.99545,0.01528907,16.80476,0.01098564,16.66774,0.0127091,16.61166,0.01531535,16.61724,0.01701843,4099.0
1237657364296564771,0.935669486518009,1.11584406354261,52253,18.42209,0.02127595,17.24211,0.01927526,16.92062,0.02507975,16.81787,0.01116905,16.78242,0.01884597,4099.0
1237657364296564770,0.935667335075038,1.11584937056045,52253,18.42841,0.02471061,17.242,0.01927473,16.92056,0.02507932,16.81862,0.01116861,16.78826,0.01886298,4099.0
1237660237643448370,0.935688567919556,1.11584709842639,52578,18.16568,0.05471373,17.06773,0.02777545,16.81843,0.02842602,16.76635,0.01391513,16.73186,0.01699972,4099.0
1237660237643448369,0.935696125958998,1.11584331648855,52578,18.16665,0.0547128,17.06813,0.02777545,16.81897,0.02842599,16.76782,0.01391579,16.73623,0.01700901,4099.0
1237663205451431961,0.935680925819042,1.11585097114608,52908,18.25236,0.02541145,17.0852,0.01746964,16.79168,0.01408134,16.72014,0.01473671,16.67815,0.01827087,4099.0
1237663205451431960,0.935686967497247,1.11584271752705,52908,18.25319,0.02633532,17.0855,0.01746952,16.79168,0.01408106,16.7214,0.0147629,16.6752,0.01825055,4099.0
1237663312824958979,0.935699567953165,1.11583444253941,52911,18.28322,0.02552674,16.94364,0.01304575,16.80503,0.02134927,16.75256,0.01802626,16.73226,0.02447963,4099.0
1237663312824958977,0.935690798103892,1.11582770536928,52911,18.28454,0.02593699,16.9436,0.01304507,16.80551,0.02136811,16.75457,0.01802601,16.73495,0.0246604,4099.0
1237663312824958978,0.935699567953165,1.11583444253941,52911,18.28322,0.02551938,16.94364,0.01304542,16.80503,0.02134894,16.75256,0.0180249,16.73226,0.02466231,4099.0
1237663463148617750,0.935687384815982,1.11584553912439,52930,18.35166,0.02864026,17.17393,0.02028135,16.82549,0.03623638,16.76888,0.02223117,16.6939,0.01822097,4099.0
1237663463148617749,0.935697147433595,1.11584408904302,52930,18.35103,0.02906675,17.17408,0.02028113,16.82572,0.03623632,16.76907,0.02223097,16.69624,0.01822211,4099.0
1237663506114805772,0.935678447730993,1.11586367648307,52934,18.46603,0.02519724,17.29486,0.02043005,17.00303,0.01412384,16.86354,0.01588394,16.8364,0.01916738,4099.0
1237663506114805771,0.935685020906647,1.11586034580767,52934,18.46542,0.02516674,17.29485,0.02042964,17.00318,0.01412338,16.86417,0.0158841,16.84158,0.02024873,4099.0
1237663742321360925,0.93569173877907,1.11583428316644,52962,18.1906,0.02807839,16.93908,0.0183204,16.75497,0.01628692,16.67254,0.01740793,16.66104,0.01553759,4099.0
1237663742321360924,0.935692275872157,1.11583421618864,52962,18.18911,0.02806079,16.93908,0.01832024,16.75524,0.01628671,16.67271,0.01740768,16.66248,0.01553433,4099.0
1237666302144610308,0.93568667050954,1.11585387161258,53270,18.35483,0.02982664,17.21796,0.01730785,16.82662,0.02260168,16.74894,0.0119125,16.5667,0.02188083,4099.0
1237666340792696888,0.935709396243411,1.11583532412437,53272,18.50492,0.02285957,17.29098,0.01712997,16.95758,0.01221757,16.83549,0.01621281,16.78508,0.01593163,4099.0
1237666340792696889,0.935695324373114,1.11583645837314,53272,18.50473,0.02287654,17.28949,0.01712904,16.95656,0.01221713,16.83457,0.01621263,16.78056,0.01591888,4099.0
1237666340792762370,0.935680439974121,1.11584089067949,53272,18.48351,0.05053398,17.27835,0.01641768,16.9525,0.01235508,16.8368,0.01413466,16.79081,0.01463507,4099.0
1237666340792762369,0.935695563986172,1.11583849741763,53272,18.47967,0.05050789,17.27712,0.01641675,16.95175,0.01235429,16.83696,0.01413435,16.78931,0.01461934,4099.0
1237666383732801560,0.93566756887509,1.11584845455928,53286,18.35092,0.02176964,17.10943,0.0166298,16.78814,0.02001269,16.72039,0.01619358,16.67595,0.02462186,4099.0
1237666383732801559,0.935674887104625,1.11584966210313,53286,18.35122,0.02174744,17.10982,0.01662972,16.78831,0.02001244,16.72085,0.01619345,16.67449,0.02472205,4099.0
1237666409516564510,0.93568516053341,1.11585699130291,53288,18.2936,0.02891899,17.15393,0.03049126,16.84681,0.015543,16.75428,0.0145635,16.733,0.01671331,4099.0
1237666409516564509,0.935687289312,1.1158554943073,53288,18.29321,0.02921751,17.15402,0.03049117,16.84712,0.0155429,16.75456,0.01456362,16.73496,0.01671541,4099.0
1237666499685646356,0.935672431009579,1.11583859317166,53294,18.47148,0.02475704,17.33455,0.01731813,17.04556,0.01914218,16.88759,0.01545609,16.85504,0.02115714,4099.0
1237666499685646355,0.935677414920178,1.11583771775129,53294,18.47498,0.02475174,17.33432,0.01731753,17.04773,0.01914331,16.88831,0.01545605,16.859,0.02189972,4099.0
1237666637145309205,0.935690348674768,1.11585137452176,53312,18.48363,0.04266003,17.29729,0.009997288,16.9811,0.008303815,16.84809,0.02113951,16.82771,0.01345971,4099.0
1237666637145309204,0.935694363196035,1.11584309701018,53312,18.48488,0.044503,17.29729,0.009996432,16.98141,0.008303104,16.84864,0.02113944,16.82721,0.01344219,4099.0
1237666662915833875,0.935684067491934,1.11584543914082,53314,18.55183,0.02460541,17.37563,0.03013397,17.01558,0.01524587,16.92806,0.01304586,16.87342,0.02010097,4099.0
1237666662915833874,0.935690853890321,1.11584457277543,53314,18.55035,0.0245721,17.37597,0.03013387,17.01612,0.01524575,16.9288,0.01304609,16.87237,0.02153822,4099.0
1237660010011885595,0.93568479451892,1.11581439512172,52557,18.30624,0.02181663,17.15793,0.01459106,16.86162,0.01704966,16.74723,0.01403597,16.66841,0.01714597,4099.0
1237660010011885594,0.935694435149458,1.11581615169254,52557,18.30485,0.02178831,17.15798,0.01459071,16.86204,0.01704958,16.7483,0.01403652,16.66619,0.01802125,4099.0
1237656853194735619,0.935693544609421,1.11587587984395,52196,18.58715,0.01567371,17.35025,0.01916244,17.08054,0.01804673,16.95354,0.01324031,16.90264,0.01774466,4099.0
1237656853194735617,0.935700235166962,1.11587233702178,52196,18.58753,0.01620832,17.35033,0.01916225,17.08105,0.01804673,16.9537,0.0132398,16.9023,0.01786924,4099.0
1237656853194735618,0.935693544789103,1.11587588011533,52196,18.5871,0.01561357,17.35025,0.01916244,17.08054,0.01804673,16.95344,0.01324009,16.90264,0.01787743,4099.0
1237656909039861764,0.935684585836725,1.11586742890324,52197,18.45451,0.04541451,17.23475,0.02520036,16.88572,0.01531851,16.77516,0.0190954,16.77464,0.02049067,4099.0
1237656909039861763,0.93569210965785,1.11587152444125,52197,18.45305,0.04572948,17.23519,0.02520035,16.88589,0.01531829,16.7752,0.01909512,16.77732,0.0204969,4099.0
1237657106596954114,0.935682059314047,1.11586575963757,52225,18.56906,0.03365564,17.34058,0.02038385,17.08348,0.02152963,16.96705,0.01730535,16.91751,0.01437698,4099.0
1237657106596954113,0.935691716920758,1.11587126041443,52225,18.57102,0.03364476,17.34095,0.0203985,17.08371,0.02152945,16.96856,0.01730611,16.92268,0.01476307,4099.0
1237657192516223012,0.935699699338443,1.11585095573088,52231,18.21643,0.01704714,17.02078,0.0177635,16.77098,0.01012529,16.69767,0.01396946,16.67094,0.01531519,4099.0
1237657192516223011,0.935703111325779,1.11585510331143,52231,18.21645,0.01738048,17.02095,0.01776345,16.77114,0.01012519,16.69802,0.01396943,16.67153,0.01531188,4099.0
1237663544770166786,0.935699568561404,1.11585225086369,52936,18.56672,0.02301243,17.33121,0.01923783,17.05592,0.02133716,16.93341,0.01084561,16.89128,0.01859,4099.0
1237663544770166785,0.9357053686212,1.11585271547566,52936,18.56292,0.02297455,17.33126,0.01923767,17.05601,0.02133698,16.9332,0.01084497,16.88975,0.01857533,4099.0
1237666302144610307,0.93569721712953,1.11585789258082,53270,18.35321,0.02996426,17.21793,0.01730715,16.82691,0.0226015,16.74926,0.01191232,16.57693,0.02193258,4099.0
1237656909039534175,0.283445606235375,1.17852328657868,52197,18.70477,0.02729409,17.52262,0.0217121,17.41458,0.01566607,17.3702,0.02725138,17.43916,0.02015147,13350.0
1237656909039534174,0.283445606235375,1.17852328657868,52197,18.70477,0.02729409,17.52262,0.02171179,17.41458,0.01566385,17.3702,0.02725011,17.43916,0.0203836,13350.0
1237657192515960858,0.28343831559971,1.17852657868495,52231,18.39452,0.0220897,17.20314,0.0164432,17.21227,0.01581585,17.25807,0.01587592,17.22707,0.02095697,13350.0
1237657192515960857,0.28343831559971,1.17852657868495,52231,18.39452,0.0220897,17.20314,0.01644303,17.21227,0.01583031,17.25807,0.01587305,17.22707,0.02092639,13350.0
1237657192515960856,0.283442430155446,1.17852780401593,52231,18.39581,0.0220823,17.20305,0.01644276,17.21196,0.01582981,17.25638,0.01587173,17.22656,0.02204916,13350.0
1237657364296237152,0.283447290569256,1.1785199134197,52253,18.53596,0.04685514,17.39991,0.03496911,17.36599,0.02936193,17.3042,0.01705186,17.37986,0.02764622,13350.0
1237657364296237151,0.283447290443064,1.1785199132944,52253,18.53596,0.04685514,17.39987,0.03496723,17.36586,0.02935524,17.30411,0.01702376,17.3795,0.02751318,13350.0
1237663742321098854,0.283449395930006,1.17852045544139,52962,19.37657,0.04690393,18.22539,0.02498649,17.95426,0.01321159,17.82172,0.01776168,17.80078,0.02543978,13350.0
1237666340792434779,0.283437423291204,1.17852507621206,53272,19.40209,0.03638221,18.19833,0.01739095,17.98161,0.01512054,17.87583,0.0163315,17.81765,0.02714007,13350.0
1237666499685384214,0.28344396843957,1.17851893981873,53294,18.46061,0.02576608,17.2205,0.02268227,17.24228,0.0132568,17.29977,0.01820706,17.27906,0.02264301,13350.0
1237666340792434780,0.283425043959483,1.17852150355034,53272,19.39468,0.03628844,18.19805,0.01739149,17.98194,0.01512325,17.88217,0.01634678,17.81735,0.02716976,13350.0
1237663205451169907,0.283422845657668,1.17851601370103,52908,19.2788,0.05647585,18.09442,0.01938097,17.83544,0.0201647,17.73274,0.02452848,17.66578,0.02616748,13350.0
1237663205451169906,0.283422845657668,1.17851601370103,52908,19.2788,0.05647559,18.09442,0.0193792,17.83543,0.02015524,17.73274,0.0245216,17.66579,0.02677271,13350.0
1237666302144282790,0.28341721791071,1.17850583565664,53270,18.73431,0.03481502,17.47089,0.02047992,17.33953,0.02162409,17.39601,0.01796114,17.38882,0.02445329,13350.0
1237666302144282789,0.283417217915598,1.17850583563003,53270,18.73431,0.03481502,17.4709,0.02047963,17.33951,0.02166592,17.39599,0.017898,17.38875,0.02482634,13350.0
1237656853194407992,0.28343928733841,1.17851761489276,52196,18.9915,0.0251159,17.83555,0.02612109,17.58786,0.02306271,17.51645,0.0123347,17.52834,0.01986641,13350.0
1237656853194407991,0.283447409806683,1.17851521044225,52196,18.98376,0.02496689,17.83547,0.02612058,17.58722,0.02306199,17.51612,0.01233403,17.52734,0.01983709,13350.0
1237656909039534173,0.283453888146596,1.17851363100713,52197,18.70432,0.02726278,17.52262,0.02171145,17.41396,0.01566271,17.3697,0.02724972,17.43932,0.02036269,13350.0
1237657106596626489,0.28343731636528,1.17851190358374,52225,18.54659,0.03135511,17.34488,0.02395226,17.3509,0.01453505,17.39889,0.02234144,17.40389,0.02349095,13350.0
1237657106596626487,0.283437115033337,1.17851108519569,52225,18.54405,0.03132192,17.34455,0.02395168,17.35039,0.01453164,17.39808,0.02233463,17.40709,0.02344436,13350.0
1237657106596626488,0.28343731636528,1.17851190358374,52225,18.54659,0.03135511,17.34488,0.02395206,17.3509,0.01453255,17.39889,0.02233542,17.40389,0.02343847,13350.0
1237657364296237150,0.283445022625301,1.17851501488583,52253,18.5367,0.04681226,17.39833,0.03496617,17.36374,0.02935328,17.30133,0.01701804,17.37969,0.03041546,13350.0
1237660010011623451,0.283447237020482,1.17850838957235,52557,18.54804,0.02993957,17.33921,0.01737995,17.30078,0.01739865,17.32995,0.01966174,17.31148,0.01772643,13350.0
1237660010011623449,0.283452633031175,1.17851003611081,52557,18.53866,0.02985169,17.33814,0.01737838,17.29968,0.0173938,17.32566,0.01965076,17.30362,0.01754979,13350.0
1237660010011623450,0.283447634315394,1.17850841843862,52557,18.54034,0.02988658,17.3385,0.01737895,17.29931,0.01739432,17.32769,0.01965288,17.30585,0.01706214,13350.0
1237660237643186209,0.283435658068015,1.17851349139872,52578,18.84381,0.02895379,17.56844,0.03888776,17.46797,0.01787411,17.43242,0.01167045,17.43831,0.02409071,13350.0
1237660237643186208,0.283435658068697,1.17851349140315,52578,18.84381,0.02895379,17.56844,0.03888754,17.46797,0.01787259,17.43242,0.01165334,17.4383,0.02400112,13350.0
1237660237643186207,0.283440472414554,1.1785156422409,52578,18.84192,0.02890271,17.56855,0.03888736,17.46745,0.01787164,17.43086,0.01165077,17.43742,0.02397001,13350.0
1237663312824631338,0.283438351900486,1.17851453887849,52911,18.50823,0.03518729,17.26471,0.0469141,17.23399,0.02262543,17.31073,0.01710026,17.24734,0.01972236,13350.0
1237663312824631337,0.283438351910718,1.17851453892738,52911,18.50823,0.03518729,17.2647,0.04691354,17.23399,0.02262106,17.31071,0.01707833,17.24731,0.01942919,13350.0
1237663312824631336,0.283441438496766,1.17850823692242,52911,18.50265,0.03511056,17.26406,0.04691315,17.23306,0.02262003,17.31117,0.01707849,17.23435,0.02348497,13350.0
1237663463148355689,0.283448089803461,1.17851290124257,52930,19.24773,0.04384809,18.05873,0.01534535,17.79476,0.01712553,17.70362,0.02128971,17.66711,0.03385484,13350.0
1237663463148355687,0.283448507587797,1.17851333453468,52930,19.25247,0.04385193,18.05813,0.01533945,17.79332,0.01711802,17.70073,0.02127444,17.65859,0.03438987,13350.0
1237663463148355688,0.283448089808041,1.1785129012333,52930,19.24773,0.04384809,18.05873,0.01534251,17.79475,0.01712109,17.70362,0.0212801,17.66712,0.03448918,13350.0
1237663742321098856,0.283448093842708,1.17851668079695,52962,19.37867,0.04706105,18.22627,0.02499074,17.95766,0.01323686,17.82555,0.01777917,17.8006,0.02491636,13350.0
1237663742321098855,0.283448093842594,1.17851668082339,52962,19.37867,0.04706105,18.22627,0.02498888,17.95765,0.0132229,17.82553,0.01777302,17.80054,0.02548929,13350.0
1237666383732539495,0.283442442405061,1.17850791611852,53286,19.04116,0.03463304,17.94111,0.01752866,17.67384,0.0214099,17.59199,0.01739027,17.57887,0.02036848,13350.0
1237666637145047134,0.28343964258579,1.17850707923312,53312,19.32468,0.04529919,18.14598,0.01919969,17.85157,0.01302351,17.74513,0.01252727,17.66851,0.02902516,13350.0
1237666637145047133,0.283439642586927,1.17850707923758,53312,19.32468,0.04529919,18.14597,0.01918728,17.85156,0.01300441,17.74513,0.01246823,17.66852,0.02890634,13350.0
1237666662915571821,0.283447175089066,1.17850692108443,53314,18.99697,0.02634543,17.80433,0.01911267,17.59307,0.01789859,17.53237,0.01470464,17.51872,0.01943925,13350.0
1237666662915571819,0.283449432622263,1.17850778617644,53314,18.99815,0.02629464,17.80408,0.01911122,17.5926,0.01789354,17.52944,0.01468649,17.52715,0.01939506,13350.0
1237666662915571820,0.283447175087645,1.17850692107993,53314,18.99697,0.02634543,17.80433,0.01911213,17.59307,0.01789473,17.53237,0.01469291,17.51872,0.01932302,13350.0
1237645879556046948,0.283439820237788,1.17850059928121,51075,19.34528,0.03557558,18.13261,0.01721164,17.84151,0.01217108,17.73139,0.0159693,17.64271,0.02619101,13350.0
1237645879556046947,0.283439820237618,1.17850059929003,51075,19.34528,0.03557558,18.13261,0.01720922,17.84151,0.01216587,17.73138,0.01595691,17.64268,0.02601955,13350.0
1237663205451169905,0.283426799830409,1.17851185069243,52908,19.27932,0.05642711,18.0935,0.01937672,17.83442,0.02015249,17.7316,0.02451856,17.66178,0.02669532,13350.0
1237663506114543722,0.283439999933762,1.17849699101834,52934,19.34755,0.03259083,18.22164,0.0270165,17.99624,0.03447681,17.86446,0.02206075,17.83687,0.02651372,13350.0
1237663506114543720,0.283439237575351,1.17849880001172,52934,19.34856,0.03245944,18.22012,0.02701222,17.99339,0.0344693,17.86326,0.0220473,17.82348,0.02615558,13350.0
1237663506114543721,0.283439999933535,1.17849699100512,52934,19.34755,0.03258884,18.22163,0.02701534,17.99623,0.03447348,17.86446,0.02205084,17.83686,0.02641766,13350.0
1237663544769839248,0.283429924834138,1.17850610701478,52936,19.31243,0.03005481,18.12168,0.01780816,17.80416,0.01465453,17.72167,0.01661893,17.6603,0.02240503,13350.0
1237663544769839247,0.283429924834138,1.17850610701478,52936,19.31243,0.0309674,18.12168,0.01780756,17.80416,0.01465203,17.72167,0.01661169,17.66031,0.02239201,13350.0
1237663544769839246,0.283434704860326,1.1785094120697,52936,19.31466,0.03091004,18.12122,0.01780583,17.80379,0.01465015,17.72054,0.01660766,17.65544,0.02231388,13350.0
1237666302144282788,0.283427545506527,1.17850978596682,53270,18.73269,0.03475739,17.47068,0.02047913,17.34019,0.02166581,17.39522,0.01795403,17.3883,0.02479538,13350.0
1237666383732539497,0.283431914792089,1.17851022364396,53286,19.03933,0.03468303,17.94142,0.01753163,17.67355,0.02141212,17.59294,0.01740023,17.58078,0.0204544,13350.0
1237666383732539496,0.283431914792089,1.17851022364396,53286,19.03933,0.03468303,17.94142,0.0175303,17.67355,0.02141084,17.59294,0.01739363,17.58077,0.0204265,13350.0
1237666409516302358,0.283438201347849,1.17850271928917,53288,18.6503,0.02984452,17.54662,0.02241511,17.50734,0.01732897,17.46975,0.01310829,17.47761,0.02236642,13350.0
1237666409516302356,0.283443405449816,1.1785009876237,53288,18.64575,0.0297789,17.54661,0.02241452,17.50716,0.01732636,17.46933,0.01310453,17.48171,0.02275191,13350.0
1237666409516302357,0.283438201347849,1.17850271928917,53288,18.6503,0.02984452,17.54662,0.02241494,17.50734,0.01732705,17.46975,0.01310611,17.47761,0.02273569,13350.0
1237666499685384216,0.283435843523137,1.17850837100238,53294,18.45996,0.02578869,17.22123,0.02268348,17.24323,0.01326423,17.30044,0.01821907,17.28075,0.02277167,13350.0
1237666499685384215,0.283435843550762,1.17850837104165,53294,18.45995,0.02578819,17.22122,0.02268286,17.24324,0.01325904,17.30042,0.01820916,17.28073,0.02267617,13350.0
1237666637145047132,0.283439984619235,1.17850319627502,53312,19.3274,0.04525006,18.14542,0.01918421,17.84927,0.01299565,17.74368,0.01245872,17.67024,0.03364777,13350.0
1237657104450453637,3.25470182588583,-0.5840667561174,52225,19.51947,0.04021868,18.33519,0.0225045,18.01495,0.01589056,17.9073,0.01753847,17.82894,0.02152683,15927.0
1237645877409873993,3.25466587246478,-0.58406606368362,51075,19.54401,0.03185856,18.36129,0.02119954,18.0335,0.01674437,17.90685,0.01349139,17.85458,0.02590233,15927.0
1237645877409873992,3.25465588077248,-0.584062797963349,51075,19.54207,0.0317816,18.36059,0.02119653,18.03303,0.01674186,17.90941,0.01349426,17.86692,0.02604734,15927.0
1237656851048235142,3.2546787825396,-0.584063225345536,52196,19.58406,0.04868188,18.25499,0.01948543,17.968,0.0162966,17.85515,0.01290303,17.79207,0.02166542,15927.0
1237656906893361206,3.25466599645074,-0.58407693403157,52197,19.0687,0.04363278,17.73087,0.0153161,17.68141,0.01426098,17.6569,0.01533629,17.62168,0.02455823,15927.0
1237657362150064208,3.25467266478944,-0.584070675101203,52253,19.43239,0.0395586,18.14622,0.02554694,17.88853,0.04022974,17.83545,0.02654349,17.74815,0.02828701,15927.0
1237657362150064207,3.25465988800624,-0.584060911384975,52253,19.4588,0.04771803,18.14705,0.02554521,17.88902,0.04022891,17.83599,0.02654122,17.75852,0.02837262,15927.0
1237660007865450593,3.2546813636265,-0.584057096097062,52557,19.05267,0.02898386,17.86477,0.02757678,17.7431,0.01665702,17.73646,0.01671549,17.73328,0.02485972,15927.0
1237660007865450591,3.25468255575663,-0.584061002203905,52557,19.0524,0.03091186,17.86465,0.02757527,17.74392,0.01681062,17.73617,0.01671127,17.73051,0.02476276,15927.0
1237660007865450592,3.2546813636265,-0.584057096097062,52557,19.05266,0.02882699,17.86477,0.02757585,17.7431,0.01665555,17.73646,0.01671365,17.73328,0.02481872,15927.0
1237663310678458478,3.25466704419922,-0.584077515776337,52911,19.24874,0.04066204,17.92667,0.02001174,17.78131,0.02382248,17.717,0.01313283,17.66573,0.0225327,15927.0
1237663461002117264,3.25464800581994,-0.584079998804377,52930,19.07463,0.04065837,17.88611,0.03040251,17.80378,0.0142656,17.73356,0.02006765,17.7522,0.031154,15927.0
1237663461002117265,3.254647427672,-0.584070757076397,52930,19.07687,0.03553894,17.88602,0.03040357,17.80323,0.01426683,17.7328,0.02006855,17.74535,0.03113388,15927.0
1237663503968370739,3.25465674358554,-0.58406101263639,52934,19.60454,0.03295327,18.4004,0.02662912,18.0357,0.01561093,17.90929,0.01910038,17.85654,0.02737063,15927.0
1237663503968370738,3.25465498224918,-0.584065113759431,52934,19.60724,0.03877807,18.40073,0.02662745,18.03857,0.01561441,17.91535,0.0191127,17.89742,0.0279302,15927.0
1237663740174925914,3.2546717249119,-0.584056628899215,52962,19.30995,0.03484196,18.04915,0.02220506,17.79856,0.02299235,17.7623,0.0152259,17.7394,0.02054732,15927.0
1237663740174925913,3.2546778450693,-0.584057931075738,52962,19.31248,0.03807577,18.04962,0.02220426,17.79893,0.02302887,17.76238,0.01522364,17.74935,0.02062899,15927.0
1237666338646261856,3.25467267960666,-0.584070358312213,53272,19.70869,0.0504719,18.45484,0.02074392,18.14896,0.01797528,18.04868,0.01620624,18.02334,0.02331259,15927.0
1237666338646261855,3.25467267960666,-0.584070358312213,53272,19.70783,0.04999244,18.45485,0.02089639,18.14896,0.01797528,18.04868,0.01620624,18.02341,0.02327238,15927.0
1237666381586366528,3.25466250279072,-0.584076159487549,53286,19.6551,0.04147127,18.39835,0.01934522,18.08171,0.02252179,17.93651,0.0175746,17.91502,0.02452538,15927.0
1237666381586366527,3.25466229189738,-0.584079258140082,53286,19.64984,0.04479138,18.39867,0.01934247,18.08088,0.02251784,17.93797,0.01757551,17.91236,0.02441131,15927.0
1237666634998874158,3.25468806506512,-0.584054168672665,53312,19.17209,0.03193861,17.99308,0.01751432,17.84686,0.01925806,17.78072,0.01953685,17.75036,0.02504776,15927.0
1237666634998874157,3.25468480769365,-0.58405322273377,53312,19.17496,0.03668984,17.99448,0.0175152,17.84583,0.01925476,17.77876,0.01953031,17.77033,0.02530814,15927.0
1237656851048235141,3.25468408528536,-0.584066053868393,52196,19.59259,0.05524739,18.25536,0.01958039,17.96803,0.01629554,17.85563,0.01290302,17.78782,0.02161361,15927.0
1237656906893361205,3.25466904074381,-0.584078595832004,52197,19.07181,0.0474271,17.73067,0.01531541,17.68117,0.01426006,17.65526,0.01533432,17.62423,0.0245545,15927.0
1237657104450453638,3.25469503865344,-0.584067729052159,52225,19.51098,0.03777435,18.33438,0.02250477,18.01501,0.01589255,17.90682,0.01753924,17.82249,0.02149347,15927.0
1237657190369788003,3.25467938180452,-0.584074469721758,52231,19.48569,0.02857101,18.2517,0.02614993,17.95073,0.01435165,17.82098,0.01921185,17.79443,0.02222733,15927.0
1237657190369788001,3.25468306146826,-0.584075638777499,52231,19.48918,0.02934536,18.25143,0.02615046,17.9509,0.01435061,17.8214,0.01921586,17.79334,0.02219354,15927.0
1237657190369788002,3.25467938180452,-0.584074469721758,52231,19.48569,0.02932095,18.2517,0.0261499,17.95073,0.01435165,17.82098,0.01921624,17.79443,0.02222733,15927.0
1237660235497013366,3.25468679605143,-0.584078656922061,52578,19.19268,0.0254699,17.93558,0.01945146,17.75786,0.01933183,17.71845,0.01979523,17.72117,0.02275459,15927.0
1237660235497013365,3.25469378420144,-0.584080797585387,52578,19.19816,0.02774443,17.93587,0.01945095,17.75824,0.0193314,17.7182,0.01979378,17.72577,0.02276646,15927.0
1237663203304996943,3.25468373977591,-0.584075213820942,52908,19.29394,0.0337528,18.05008,0.02948045,17.8415,0.01715369,17.77877,0.0116915,17.71394,0.02556338,15927.0
1237663203304996942,3.25468312867781,-0.584076927413144,52908,19.29522,0.03736217,18.0498,0.02947951,17.84118,0.01715188,17.77747,0.01168662,17.71211,0.02551062,15927.0
1237663310678458479,3.25466879722231,-0.584080970877267,52911,19.25338,0.03894458,17.92712,0.02001345,17.7812,0.02382359,17.714,0.01294485,17.66253,0.02255413,15927.0
1237663461002182707,3.25467316674978,-0.584075624663993,52930,19.0384,0.04024931,17.88989,0.04271237,17.7976,0.01774478,17.73399,0.01518754,17.73939,0.0269542,15927.0
1237663461002182705,3.25467417422157,-0.584082481553369,52930,19.04165,0.04463748,17.88924,0.04274097,17.79736,0.01774263,17.73371,0.01532599,17.74757,0.02700404,15927.0
1237663461002182706,3.25467316674978,-0.584075624663993,52930,19.03841,0.04006367,17.88989,0.04274208,17.7976,0.01774478,17.73399,0.01532984,17.73939,0.0269542,15927.0
1237663542623666308,3.25467531161007,-0.58409685241276,52936,19.62307,0.03931072,18.44058,0.01560693,18.14537,0.02168004,18.04579,0.01941616,18.02132,0.02419509,15927.0
1237663542623666307,3.25467837350391,-0.584094990880533,52936,19.62599,0.04337656,18.43996,0.01560342,18.14551,0.02167873,18.04543,0.01941336,18.02704,0.02420697,15927.0
1237666299998109853,3.25468452869364,-0.584071017121768,53270,19.53894,0.04928139,18.31946,0.01852487,18.02076,0.0151459,17.88157,0.0139732,17.84059,0.02417826,15927.0
1237666299998109851,3.25469161159447,-0.584062359613458,53270,19.53169,0.05390203,18.31936,0.0185221,18.0217,0.01514603,17.88125,0.01397048,17.84166,0.02415397,15927.0
1237666299998109852,3.25468452849981,-0.584071016014976,53270,19.52627,0.04889749,18.31946,0.01852487,18.02076,0.0151459,17.88112,0.01397246,17.83387,0.02412942,15927.0
1237666338646261854,3.25468223459363,-0.584067762347134,53272,19.71231,0.05947724,18.45583,0.02089903,18.14908,0.01797443,18.04881,0.0162045,18.02715,0.02327898,15927.0
1237666407370129473,3.25469055654457,-0.584076937424571,53288,20.03698,0.1496292,18.45305,0.02304127,18.15057,0.01755008,18.04468,0.01922472,17.95822,0.0269099,15927.0
1237666497539211332,3.2546695964727,-0.584081518197433,53294,19.65186,0.03554692,18.37609,0.02337071,18.05008,0.01585207,17.94358,0.01624341,17.88202,0.02597759,15927.0
1237666497539211331,3.25467157607125,-0.584089684180462,53294,19.67316,0.03832411,18.37576,0.02343565,18.0505,0.01584973,17.94386,0.01624024,17.8875,0.02598138,15927.0
1237666660769333412,3.25466464273194,-0.584086195625428,53314,19.27674,0.02709722,18.05716,0.02374585,17.79339,0.02242401,17.77557,0.02038749,17.69076,0.02485111,15927.0
1237666660769333411,3.25466626649495,-0.584086803578116,53314,19.27731,0.02811905,18.05666,0.02374473,17.79378,0.02242373,17.77742,0.02038909,17.69784,0.02488626,15927.0
1237663204378738708,3.24437925564428,0.218868321970167,52908,17.11032,0.01572973,15.90215,0.01835187,15.63603,0.01424546,15.55198,0.01806733,15.42812,0.01828433,20406.0
1237663204378738707,3.2443855861851,0.218866139938881,52908,17.11068,0.01572965,15.90206,0.01835185,15.63594,0.01424542,15.55155,0.01806726,15.42732,0.01828285,20406.0
1237663543697408065,3.24437415354464,0.218876625220095,52936,16.64045,0.01902624,15.41706,0.01573777,15.26954,0.02199919,15.20008,0.02789265,15.23422,0.01667454,20406.0
1237666408443805784,3.24438210132826,0.218877413817487,53288,16.63185,0.0158951,15.45698,0.02338334,15.2726,0.01742585,15.22555,0.007140779,15.17218,0.009282924,20406.0
1237666498612953106,3.24437451447486,0.21887246545759,53294,17.07668,0.01827056,15.89267,0.02208962,15.56113,0.01410817,15.45639,0.01645321,15.425,0.0127862,20406.0
